18, -18, 998
18, -20, 997
18, -20, 997
18, -19, 996
18, -18, 997
18, -18, 997
18, -18, 997
18, -19, 996
19, -19, 996
18, -19, 997
18, -18, 997
18, -18, 997
18, -19, 997
18, -19, 997
18, -18, 996
18, -18, 996
18, -18, 997
19, -19, 997
18, -18, 997
18, -18, 997
18, -18, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -18, 997
19, -17, 998
18, -18, 997
18, -19, 997
18, -19, 997
18, -19, 998
18, -18, 997
18, -18, 997
18, -18, 997
19, -19, 997
18, -19, 997
18, -19, 997
18, -18, 997
18, -18, 997
18, -19, 997
18, -19, 997
18, -18, 997
18, -18, 997
18, -18, 997
19, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
19, -18, 998
19, -18, 998
18, -18, 996
18, -19, 998
18, -19, 997
17, -19, 997
17, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 998
18, -18, 997
18, -18, 997
18, -19, 998
18, -19, 998
18, -19, 997
18, -18, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -19, 997
18, -20, 996
17, -19, 998
17, -19, 998
18, -18, 997
18, -19, 997
18, -19, 996
18, -19, 996
18, -19, 997
18, -18, 997
18, -18, 998
18, -19, 998
18, -19, 998
17, -20, 998
16, -20, 999
18, -18, 998
18, -18, 998
21, -20, 996
15, -8, 1002
-,-,-
163, -475, 868
160, -470, 830
138, -443, 857
161, -450, 888
174, -479, 912
156, -448, 876
166, -459, 882
170, -469, 882
170, -469, 882
162, -457, 881
163, -453, 865
162, -476, 867
161, -488, 885
159, -472, 879
161, -468, 876
156, -466, 895
165, -470, 889
165, -470, 889
167, -467, 860
163, -474, 847
160, -466, 849
164, -463, 883
166, -443, 899
166, -436, 903
165, -452, 883
161, -467, 860
161, -467, 860
157, -472, 861
160, -482, 877
159, -480, 877
157, -477, 874
156, -474, 865
155, -475, 863
154, -464, 868
151, -463, 893
151, -463, 893
156, -466, 873
155, -470, 879
155, -464, 873
157, -472, 873
161, -473, 859
164, -482, 870
159, -487, 869
156, -488, 858
156, -488, 858
156, -481, 857
161, -475, 865
157, -464, 862
160, -473, 876
167, -473, 886
169, -479, 879
164, -475, 873
160, -470, 880
160, -470, 880
158, -471, 884
157, -477, 863
157, -474, 848
163, -478, 867
166, -484, 884
167, -485, 870
169, -480, 863
167, -475, 865
167, -475, 865
169, -475, 867
166, -472, 874
161, -473, 875
160, -473, 866
163, -476, 865
161, -475, 875
157, -470, 868
162, -479, 873
162, -479, 873
164, -483, 878
164, -479, 865
163, -469, 871
163, -476, 867
162, -476, 862
164, -480, 863
166, -480, 867
167, -475, 870
167, -475, 870
171, -476, 876
166, -474, 872
162, -482, 868
160, -477, 873
154, -473, 887
149, -471, 912
154, -477, 927
151, -478, 888
151, -478, 888
